[4/22/23 12:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pvmking	
[4/22/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pvmking	
[4/22/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pvmking	
[4/22/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pvmking	
[4/22/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pvmking	
[4/22/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pvmking	
[4/22/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pvmking	
[4/22/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pvmking	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pvmking	
[4/22/23 01:06PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Pvmking	
[4/22/23 01:19PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pvmking	
[4/22/23 01:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pvmking	
[4/22/23 01:21PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pvmking	
[4/22/23 03:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pvmking	
[4/22/23 03:12PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pvmking	
[4/22/23 03:16PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pvmking	
[4/22/23 03:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pvmking	
[4/22/23 03:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pvmking	
[4/22/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pvmking	
[4/22/23 03:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pvmking	
[4/22/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pvmking	
[4/22/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1520813, owner: Pvmking	
[4/22/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pvmking	
[4/22/23 03:35PM] Player picked up item: Coin, id: 995, amount: 3728239, owner: Pvmking	
[4/22/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pvmking	
[4/22/23 03:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pvmking	
[4/22/23 03:49PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Pvmking	
[4/22/23 03:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pvmking	
[4/22/23 03:57PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Pvmking	
[4/22/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pvmking	
[4/22/23 04:09PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Pvmking	
[4/22/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pvmking	
[4/22/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pvmking	
[4/22/23 04:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pvmking	
[4/22/23 04:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Pvmking	
[4/22/23 04:19PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Pvmking	
[4/22/23 04:20PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Pvmking	
[4/22/23 04:32PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Pvmking	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1568738, owner: Pvmking	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pvmking	
[4/22/23 04:34PM] Player picked up item: Coin, id: 995, amount: 4022164, owner: Pvmking	
[4/22/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pvmking	
[4/22/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pvmking	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Pvmking	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pvmking	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pvmking	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pvmking	
[4/23/23 09:04AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Pvmking	
[4/23/23 10:11AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
