[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Keeduvorst	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Keeduvorst	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Entropy	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2007367, owner: Keeduvorst	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Keeduvorst	
[4/17/23 11:47AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Keeduvorst	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Keeduvorst	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Keeduvorst	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Keeduvorst	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Keeduvorst	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1334548, owner: Keeduvorst	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 2115818, owner: Keeduvorst	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Keeduvorst	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Keeduvorst	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Keeduvorst	
[4/17/23 12:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Keeduvorst	
[4/17/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Keeduvorst	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2461546, owner: Keeduvorst	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1328243, owner: Keeduvorst	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2193777, owner: Keeduvorst	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2182248, owner: Keeduvorst	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Keeduvorst	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Keeduvorst	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Keeduvorst	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Keeduvorst	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Keeduvorst	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3847487, owner: Keeduvorst	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Keeduvorst	
