[4/19/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1036903, owner: Mustikas	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustikas	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mustikas	
[4/19/23 03:16PM] Player picked up item: Coin, id: 995, amount: 3907803, owner: Mustikas	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mustikas	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mustikas	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mustikas	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mustikas	
[4/19/23 03:27PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Mustikas	
[4/19/23 03:29PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mustikas	
[4/19/23 03:29PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mustikas	
[4/19/23 03:31PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mustikas	
[4/19/23 03:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mustikas	
[4/19/23 03:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mustikas	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustikas	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1523824, owner: Mustikas	
[4/19/23 03:48PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mustikas	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mustikas	
[4/19/23 03:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mustikas	
[4/19/23 03:52PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Mustikas	
[4/19/23 03:53PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Mustikas	
[4/19/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mustikas	
[4/19/23 03:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mustikas	
[4/19/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mustikas	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mustikas	
[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1991041, owner: Mustikas	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mustikas	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 2739885, owner: Mustikas	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Mustikas	
[4/20/23 03:01AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mustikas	
[4/20/23 03:01AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mustikas	
[4/20/23 03:03AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mustikas	
