[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Evo	
[4/18/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Evo	
[4/18/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Era	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Era	
[4/18/23 12:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Evo	
[4/18/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Evo	
[4/18/23 12:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Evo	
[4/18/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Evo	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/18/23 12:14PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Evo	
[4/26/23 05:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Evo	
[4/26/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Evo	
[4/26/23 05:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Evo	
[4/26/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Evo	
[4/26/23 07:06AM] Player picked up item: Coin, id: 995, amount: 1638889, owner: Evo	
[4/26/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Evo	
[4/26/23 07:07AM] Player picked up item: Coin, id: 995, amount: 3576341, owner: Evo	
[4/26/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Evo	
[4/26/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Evo	
[4/26/23 07:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Evo	
