[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zshana	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zshana	
[4/15/23 06:22AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zshana	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zshana	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zshana	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 600, owner: Zshana	
[4/15/23 06:29AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zshana	
[4/15/23 06:29AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zshana	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zshana	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zshana	
[4/15/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:32AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zshana	
[4/15/23 06:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zshana	
[4/15/23 06:33AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zshana	
[4/15/23 06:34AM] Player picked up item: Coin, id: 995, amount: 900, owner: Zshana	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Zshana	
[4/15/23 06:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Zshana	
[4/15/23 06:46AM] Player picked up item: Coin, id: 995, amount: 600, owner: Zshana	
[4/15/23 06:46AM] Player picked up item: Coin, id: 995, amount: 600, owner: Zshana	
[4/15/23 06:46AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Zshana	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 06:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zshana	
[4/15/23 06:57AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zshana	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 06:59AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Zshana	
[4/15/23 06:59AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Zshana	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zshana	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zshana	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zshana	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 07:08AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Zshana	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zshana	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zshana	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Zshana	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zshana	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zshana	
[4/15/23 07:15AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zshana	
[4/15/23 07:15AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zshana	
[4/15/23 07:39AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Zshana	
[4/16/23 11:18AM] Player picked up item: Vial, id: 229, amount: 1, owner: Zshana	
[4/17/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Akuna	
[4/17/23 03:48PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Zshana	
[4/18/23 02:46PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Zshana	
[4/18/23 03:20PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Zshana	
[4/19/23 05:37PM] Player picked up item: Yasuda Boots, id: 4083, amount: 1, owner: Zshana	
[4/19/23 05:44PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Zshana	
