[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Stanleysteam	
[4/21/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Stanleysteam	
[4/21/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stanleysteam	
