[4/17/23 06:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 2383429, owner: Tao	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tao	
[4/17/23 06:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tao	
[4/17/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tao	
[4/17/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
[4/17/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tao	
