[4/20/23 05:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: U	
[4/20/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: U	
[4/20/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: U	
[4/20/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: U	
[4/20/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: U	
[4/20/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: U	
[4/20/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: U	
[4/20/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: U	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3638568, owner: U	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: U	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: U	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: U	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1984801, owner: U	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/20/23 06:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/20/23 06:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/20/23 06:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Asaitokj	
[4/20/23 06:37AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Asaitokj	
[4/24/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1363704, owner: U	
[4/24/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/24/23 09:21AM] Player picked up item: Coin, id: 995, amount: 1998464, owner: U	
[4/24/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/24/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: U	
[4/24/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: U	
[4/24/23 09:23AM] Player picked up item: Coin, id: 995, amount: 4033174, owner: U	
[4/24/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: U	
[4/24/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: U	
[4/24/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: U	
[4/24/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: U	
[4/24/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: U	
[4/24/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: U	
[4/24/23 09:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: U	
[4/24/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/24/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/24/23 09:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/24/23 09:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/24/23 09:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: U	
[4/24/23 09:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: U	
[4/24/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1354386, owner: U	
[4/24/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: U	
[4/24/23 09:33AM] Player picked up item: Coin, id: 995, amount: 4029935, owner: U	
[4/24/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: U	
[4/24/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: U	
[4/24/23 09:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: U	
[4/24/23 09:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: U	
[4/24/23 09:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: U	
[4/24/23 10:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: U	
[4/25/23 05:08AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: U	
