[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turbz	
[4/20/23 11:51AM] Player picked up item: Coin, id: 995, amount: 2188313, owner: Turbz	
[4/20/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Turbz	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Turbz	
[4/20/23 12:22PM] Player picked up item: Coin, id: 995, amount: 4450454, owner: Turbz	
[4/20/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/20/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1880476, owner: Turbz	
[4/20/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/20/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1763075, owner: Turbz	
[4/20/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/20/23 01:21PM] Player picked up item: Coin, id: 995, amount: 3576112, owner: Turbz	
[4/20/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/20/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/20/23 01:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turbz	
[4/20/23 01:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/20/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Turbz	
[4/20/23 01:34PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Turbz	
[4/21/23 10:34AM] Player picked up item: Coin, id: 995, amount: 2480349, owner: Turbz	
[4/21/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/21/23 10:34AM] Player picked up item: Coin, id: 995, amount: 3079025, owner: Turbz	
[4/21/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turbz	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turbz	
[4/21/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turbz	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 2205321, owner: Turbz	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turbz	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Turbz	
[4/21/23 11:15AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Turbz	
[4/21/23 11:15AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Turbz	
[4/21/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2494878, owner: Turbz	
