[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Masterking1	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Masterking1	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Masterking1	
[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 1262430, owner: Masterking1	
[4/22/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Masterking1	
[4/22/23 09:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Masterking1	
[4/22/23 09:41AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Masterking1	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Masterking1	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Masterking1	
[4/22/23 06:26PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Masterking1	
[4/22/23 06:26PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Masterking1	
[4/22/23 06:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Masterking1	
[4/22/23 06:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Masterking1	
[4/22/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 06:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Masterking1	
[4/22/23 06:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Masterking1	
[4/22/23 07:00PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Masterking1	
[4/22/23 07:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Masterking1	
[4/22/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1410872, owner: Masterking1	
[4/22/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Masterking1	
[4/22/23 07:09PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Masterking1	
[4/22/23 07:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/22/23 07:17PM] Player picked up item: Coin, id: 995, amount: 10500, owner: Masterking1	
[4/22/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 07:18PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Masterking1	
[4/22/23 07:19PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Masterking1	
[4/22/23 07:19PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Masterking1	
[4/22/23 07:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Masterking1	
[4/22/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Masterking1	
[4/22/23 07:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/22/23 07:22PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Masterking1	
[4/22/23 07:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/22/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Masterking1	
[4/22/23 07:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/22/23 07:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/22/23 07:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Masterking1	
[4/22/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Masterking1	
[4/22/23 07:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/22/23 07:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Masterking1	
[4/22/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 07:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Masterking1	
[4/22/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Masterking1	
[4/22/23 07:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Masterking1	
[4/22/23 07:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:31PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Masterking1	
[4/22/23 07:31PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Masterking1	
[4/22/23 07:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Masterking1	
[4/22/23 07:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Masterking1	
[4/22/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 07:39PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Masterking1	
[4/22/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Masterking1	
[4/22/23 07:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Masterking1	
[4/22/23 07:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Masterking1	
[4/22/23 07:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Masterking1	
[4/22/23 07:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Masterking1	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Masterking1	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Masterking1	
[4/22/23 08:04PM] Player picked up item: Coin, id: 995, amount: 2160425, owner: Masterking1	
[4/22/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Masterking1	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/23/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Masterking1	
[4/23/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking1	
