[4/20/23 06:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetz	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetz	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetz	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vetz	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 900, owner: Vetz	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Vetz	
[4/20/23 06:34AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Vetz	
[4/20/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Vetz	
[4/20/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vetz	
[4/20/23 06:34AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Vetz	
[4/20/23 06:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vetz	
[4/20/23 06:39AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vetz	
[4/20/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vetz	
[4/20/23 06:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vetz	
[4/20/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vetz	
[4/20/23 06:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vetz	
[4/20/23 06:48AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vetz	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 2494685, owner: Vetz	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vetz	
[4/20/23 07:06AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vetz	
[4/20/23 07:13AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vetz	
[4/20/23 07:13AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vetz	
[4/20/23 07:14AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vetz	
[4/20/23 07:15AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vetz	
