[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dup	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dup	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dup	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dup	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slurmf	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: Slurmf	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slurmf	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slurmf	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slurmf	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slurmf	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slurmf	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Slurmf	
