[4/21/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muscularity	
[4/21/23 02:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muscularity	
[4/21/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muscularity	
[4/21/23 02:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muscularity	
[4/21/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Muscularity	
[4/21/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muscularity	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 3308470, owner: Muscularity	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muscularity	
[4/21/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2294748, owner: Muscularity	
[4/21/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muscularity	
[4/21/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muscularity	
[4/21/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Muscularity	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1846958, owner: Muscularity	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Muscularity	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muscularity	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muscularity	
[4/22/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muscularity	
[4/22/23 11:34AM] Player picked up item: Coin, id: 995, amount: 4253264, owner: Muscularity	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muscularity	
[4/22/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Muscularity	
[4/22/23 11:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muscularity	
[4/22/23 11:35AM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Muscularity	
[4/22/23 11:40AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Muscularity	
[4/22/23 11:40AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Muscularity	
[4/22/23 11:42AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Duke	
[4/22/23 11:42AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Duke	
[4/22/23 11:42AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Duke	
[4/22/23 11:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Muscularity	
[4/22/23 11:45AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Muscularity	
[4/22/23 11:45AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Muscularity	
[4/22/23 11:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Muscularity	
[4/22/23 11:55AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Muscularity	
[4/22/23 11:55AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Muscularity	
[4/22/23 11:56AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Muscularity	
[4/22/23 11:56AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Muscularity	
[4/22/23 11:57AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Muscularity	
[4/22/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muscularity	
[4/22/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Muscularity	
[4/22/23 11:59AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muscularity	
[4/22/23 11:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Muscularity	
[4/22/23 12:01PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Muscularity	
[4/22/23 12:01PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Muscularity	
