[4/22/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brex	
[4/22/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 12:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brex	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brex	
[4/22/23 01:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brex	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1808151, owner: Brex	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brex	
[4/22/23 01:10PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Brex	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Brex	
[4/22/23 01:15PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Brex	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Brex	
[4/22/23 01:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Brex	
[4/22/23 01:17PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Brex	
[4/22/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brex	
[4/22/23 01:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brex	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Brex	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Brex	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1252103, owner: Brex	
