[4/22/23 12:04AM] Player picked up item: Coin, id: 995, amount: 1144875, owner: Defendhawaii	
[4/22/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 04:04AM] Player picked up item: Coin, id: 995, amount: 2393791, owner: Defendhawaii	
[4/22/23 04:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 3052988, owner: Defendhawaii	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 04:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 04:36AM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Defendhawaii	
[4/22/23 05:04AM] Player picked up item: Coin, id: 995, amount: 2325690, owner: Defendhawaii	
[4/22/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/22/23 05:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Defendhawaii	
[4/22/23 05:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 05:52AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 06:04AM] Player picked up item: Coin, id: 995, amount: 2241289, owner: Defendhawaii	
[4/22/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 06:34AM] Player picked up item: Coin, id: 995, amount: 3070303, owner: Defendhawaii	
[4/22/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 06:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1481621, owner: Defendhawaii	
[4/22/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 07:33AM] Player picked up item: Coin, id: 995, amount: 1519921, owner: Defendhawaii	
[4/22/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2194589, owner: Defendhawaii	
[4/22/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 07:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 07:37AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 08:03AM] Player picked up item: Coin, id: 995, amount: 1645169, owner: Defendhawaii	
[4/22/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2351994, owner: Defendhawaii	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/22/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Defendhawaii	
[4/22/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1372496, owner: Defendhawaii	
[4/22/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2459880, owner: Defendhawaii	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 04:34PM] Player picked up item: Coin, id: 995, amount: 4140583, owner: Defendhawaii	
[4/22/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 04:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1130947, owner: Defendhawaii	
[4/22/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 06:35PM] Player picked up item: Coin, id: 995, amount: 3578866, owner: Defendhawaii	
[4/22/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1259239, owner: Defendhawaii	
[4/22/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 07:35PM] Player picked up item: Coin, id: 995, amount: 3363353, owner: Defendhawaii	
[4/22/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 07:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 07:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 07:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 07:44PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 08:33PM] Player picked up item: Coin, id: 995, amount: 1469888, owner: Defendhawaii	
[4/22/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 08:34PM] Player picked up item: Coin, id: 995, amount: 2150766, owner: Defendhawaii	
[4/22/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Defendhawaii	
[4/22/23 09:34PM] Player picked up item: Coin, id: 995, amount: 2404259, owner: Defendhawaii	
[4/22/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 09:35PM] Player picked up item: Coin, id: 995, amount: 2894665, owner: Defendhawaii	
[4/22/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 09:50PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 09:50PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 09:50PM] Player picked up item: 1% DR & Double Drop Ticket, id: 21816, amount: 2, owner: Defendhawaii	
[4/22/23 09:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 09:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 10:33PM] Player picked up item: Coin, id: 995, amount: 2245894, owner: Defendhawaii	
[4/22/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 10:34PM] Player picked up item: Coin, id: 995, amount: 2567663, owner: Defendhawaii	
[4/22/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 10:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 10:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 11:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 11:08PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 11:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 1148714, owner: Defendhawaii	
[4/22/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/22/23 11:34PM] Player picked up item: Coin, id: 995, amount: 2434395, owner: Defendhawaii	
[4/22/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/22/23 11:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/22/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Defendhawaii	
[4/23/23 12:33AM] Player picked up item: Coin, id: 995, amount: 1973031, owner: Defendhawaii	
[4/23/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/23/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2067117, owner: Defendhawaii	
[4/23/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/23/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Defendhawaii	
[4/23/23 12:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/23/23 12:51AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/23/23 12:51AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/23/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1087105, owner: Defendhawaii	
[4/23/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/23/23 02:33AM] Player picked up item: Coin, id: 995, amount: 1556277, owner: Defendhawaii	
[4/23/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Defendhawaii	
[4/23/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2463109, owner: Defendhawaii	
[4/23/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Defendhawaii	
[4/23/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Defendhawaii	
[4/23/23 02:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Defendhawaii	
[4/23/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/23/23 02:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Defendhawaii	
[4/23/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Defendhawaii	
[4/23/23 03:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Defendhawaii	
[4/23/23 03:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Defendhawaii	
[4/23/23 03:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Defendhawaii	
[4/23/23 03:42AM] Player picked up item: Collector necklace, id: 19886, amount: 1, owner: Defendhawaii	
