[4/22/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Masterking11	
[4/22/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Honey	
[4/22/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1808301, owner: Honey	
[4/22/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Honey	
[4/22/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Honey	
[4/22/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Honey	
[4/22/23 06:38PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Honey	
[4/22/23 06:38PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Honey	
[4/22/23 06:43PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Honey	
[4/22/23 06:43PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Honey	
[4/22/23 06:43PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Honey	
[4/22/23 06:45PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Honey	
[4/22/23 06:45PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Honey	
[4/22/23 06:46PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Honey	
[4/22/23 06:46PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Honey	
[4/22/23 06:46PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Honey	
[4/22/23 06:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Honey	
[4/22/23 06:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Honey	
[4/22/23 06:48PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Honey	
[4/22/23 06:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Honey	
[4/22/23 06:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Honey	
[4/22/23 06:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Honey	
[4/22/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Honey	
[4/22/23 06:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Honey	
[4/22/23 09:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Honey	
[4/22/23 09:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Honey	
[4/22/23 11:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Honey	
[4/22/23 11:08PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Honey	
[4/22/23 11:33PM] Player picked up item: Coin, id: 995, amount: 1736215, owner: Honey	
[4/22/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Honey	
[4/22/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Honey	
[4/22/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Honey	
[4/22/23 11:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Honey	
[4/22/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Honey	
[4/22/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Honey	
[4/23/23 12:33AM] Player picked up item: Coin, id: 995, amount: 1190128, owner: Honey	
[4/23/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Honey	
[4/23/23 12:34AM] Player picked up item: Coin, id: 995, amount: 3321875, owner: Honey	
[4/23/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Honey	
[4/23/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Honey	
[4/23/23 12:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Honey	
