[4/15/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fake Taxi	
[4/15/23 08:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jroc	
[4/15/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/15/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fake Taxi	
[4/15/23 08:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fake Taxi	
[4/15/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fake Taxi	
[4/15/23 08:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fake Taxi	
[4/15/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fake Taxi	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jroc	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jroc	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swizzle	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jroc	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jroc	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jroc	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/15/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/15/23 09:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jroc	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/15/23 09:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jroc	
[4/15/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jroc	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jroc	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jroc	
[4/16/23 12:27AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Jroc	
[4/16/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jroc	
[4/16/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc	
[4/16/23 12:28AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jroc	
