[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:21PM] Player picked up item: Coin, id: 995, amount: 1221690, owner: Carver319	
[4/19/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Carver319	
[4/19/23 10:25PM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dozard	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Coin, id: 995, amount: 900, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/19/23 10:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:34PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Carver319	
[4/19/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Carver319	
