[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kau	
[4/15/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kau	
[4/15/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:14PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kau	
[4/15/23 12:14PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kau	
[4/15/23 12:14PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kau	
[4/15/23 12:15PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Kau	
[4/15/23 12:18PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kau	
[4/15/23 12:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kau	
[4/15/23 12:22PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kau	
[4/15/23 12:23PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kau	
[4/15/23 12:23PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kau	
[4/15/23 12:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kau	
[4/15/23 12:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kau	
[4/15/23 12:26PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kau	
[4/15/23 12:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kau	
[4/15/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kau	
[4/15/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1357386, owner: Kau	
[4/15/23 12:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kau	
[4/15/23 12:30PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kau	
[4/15/23 12:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kau	
[4/15/23 12:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kau	
[4/15/23 12:37PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Kau	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 900, owner: Kau	
[4/15/23 12:38PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kau	
[4/15/23 12:40PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kau	
[4/15/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/15/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/15/23 12:42PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kau	
[4/15/23 12:44PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kau	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kau	
[4/15/23 02:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kau	
[4/15/23 02:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/15/23 02:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
