[4/23/23 10:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: I Take Drugz	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: I Take Drugz	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: I Take Drugz	
[4/23/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Take Drugz	
[4/23/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: I Take Drugz	
[4/23/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Take Drugz	
[4/23/23 10:20AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: I Take Drugz	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: I Take Drugz	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Take Drugz	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: I Take Drugz	
