[4/16/23 09:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: K8	
[4/16/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: K8	
[4/16/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: K8	
[4/16/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:12AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: K8	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: K8	
[4/16/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: K8	
[4/16/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: K8	
[4/16/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: K8	
[4/16/23 10:11AM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: K8	
[4/16/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: K8	
[4/16/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: K8	
[4/16/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: K8	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: K8	
[4/16/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: K8	
[4/16/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: K8	
[4/16/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: K8	
[4/16/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/16/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2239471, owner: K8	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K8	
[4/16/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K8	
[4/17/23 08:03AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: K8	
[4/19/23 11:21PM] Player picked up item: Coin, id: 995, amount: 2200317, owner: K8	
[4/19/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K8	
[4/19/23 11:23PM] Player picked up item: Coin, id: 995, amount: 2290698, owner: K8	
[4/19/23 11:23PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: K8	
[4/19/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: K8	
[4/19/23 11:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: K8	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2208290, owner: K8	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K8	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 3529679, owner: K8	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: K8	
