[4/20/23 08:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ashwsonov	
[4/20/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ashwsonov	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
