[4/21/23 12:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nz	
[4/21/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nz	
[4/21/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nz	
[4/21/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nz	
[4/21/23 12:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nz	
[4/21/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 12:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nz	
[4/21/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nz	
[4/21/23 12:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nz	
[4/21/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nz	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
[4/21/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nz	
[4/21/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nz	
