[4/16/23 04:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron	
[4/16/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron	
[4/16/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Iron	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Iron	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron	
[4/16/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Iron	
[4/16/23 04:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron	
[4/16/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Iron	
[4/16/23 04:34PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Iron	
[4/16/23 04:34PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Iron	
[4/16/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Iron	
