[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1207002, owner: Serenity	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Serenity	
[4/20/23 06:23AM] Player picked up item: Coin, id: 995, amount: 4048086, owner: Serenity	
[4/20/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Serenity	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Serenity	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Serenity	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Serenity	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Serenity	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Serenity	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Serenity	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 3318871, owner: Serenity	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Serenity	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Serenity	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Serenity	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Serenity	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Serenity	
[4/20/23 06:37AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Serenity	
[4/20/23 06:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Serenity	
[4/20/23 06:38AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Serenity	
[4/20/23 06:40AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Serenity	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Serenity	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Serenity	
[4/20/23 06:43AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Serenity	
[4/20/23 06:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1170354, owner: Serenity	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
