[4/19/23 07:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:04PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Satan	
[4/19/23 07:04PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Satan	
[4/19/23 07:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:06PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Satan	
[4/19/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:15PM] Player picked up item: Coin, id: 995, amount: 1510299, owner: Satan	
[4/19/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Satan	
[4/19/23 07:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
