[4/22/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
