[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Med Nuts2	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/19/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Med Nuts2	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Railtech	
[4/19/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Railtech	
[4/19/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Railtech	
[4/19/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Railtech	
[4/19/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Railtech	
[4/19/23 07:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Railtech	
[4/19/23 07:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Railtech	
[4/19/23 07:44PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Railtech	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 900, owner: Railtech	
[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 900, owner: Railtech	
[4/19/23 07:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Railtech	
[4/19/23 07:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Railtech	
[4/19/23 07:55PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Railtech	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Railtech	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Railtech	
