[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Glaze	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fairy	
[4/20/23 08:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/20/23 09:01AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Fairy	
[4/20/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fairy	
[4/20/23 09:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fairy	
