[4/16/23 10:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Deam	
[4/16/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deam	
[4/16/23 10:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dropsplease	
[4/16/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dropsplease	
[4/16/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dropsplease	
[4/16/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 10:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dropsplease	
[4/16/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
[4/16/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dropsplease	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dropsplease	
[4/16/23 10:50AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dropsplease	
[4/16/23 12:27PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dropsplease	
[4/16/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:27PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dropsplease	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
