[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Swizzle	
[4/15/23 09:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swizzle	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:10PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Swizzle	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swizzle	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/15/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/15/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swizzle	
[4/15/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swizzle	
[4/16/23 12:30AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swizzle	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 12:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Swizzle	
[4/16/23 01:00AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Swizzle	
