[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xtra25	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xtra25	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xtra25	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xtra25	
[4/17/23 10:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xtra25	
[4/17/23 10:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xtra25	
[4/17/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xtra25	
[4/17/23 10:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Xtra25	
[4/17/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Xtra25	
[4/17/23 10:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xtra25	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xtra25	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xtra25	
[4/17/23 10:49AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Xtra25	
[4/17/23 10:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Xtra25	
[4/17/23 10:53AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Xtra25	
[4/17/23 10:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xtra25	
[4/17/23 10:58AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Xtra25	
[4/17/23 11:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xtra25	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xtra25	
[4/17/23 11:08AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Xtra25	
[4/17/23 11:09AM] Player picked up item: Majestic Box, id: 15004, amount: 1, owner: Xtra25	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 11:14AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Xtra25	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Xtra25	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xtra25	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 2496747, owner: Xtra25	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1633278, owner: Xtra25	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtra25	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtra25	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtra25	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtra25	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xtra25	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1853986, owner: Xtra25	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xtra25	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2260246, owner: Xtra25	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3101186, owner: Xtra25	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2042663, owner: Xtra25	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xtra25	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xtra25	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xtra25	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: Cursed Box, id: 15003, amount: 1, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xtra25	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xtra25	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2194457, owner: Xtra25	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2505247, owner: Xtra25	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xtra25	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xtra25	
[4/17/23 12:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Xtra25	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
