[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Spud	
[4/16/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spud	
[4/16/23 04:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Spud	
[4/16/23 04:21PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Spud	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2280370, owner: Spud	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spud	
[4/16/23 04:25PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Spud	
[4/16/23 04:26PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Spud	
[4/16/23 04:27PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Spud	
[4/16/23 04:32PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Spud	
[4/16/23 04:33PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Spud	
[4/16/23 04:33PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Spud	
[4/16/23 04:39PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Spud	
[4/16/23 04:42PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Spud	
[4/16/23 04:44PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Spud	
[4/16/23 04:46PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Spud	
[4/16/23 04:47PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Spud	
[4/16/23 04:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Spud	
[4/16/23 04:51PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Spud	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1268013, owner: Spud	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spud	
[4/16/23 04:54PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Spud	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Spud	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Spud	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Spud	
[4/16/23 05:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Spud	
[4/16/23 05:08PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Spud	
[4/16/23 05:09PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Spud	
[4/16/23 07:44PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Spud	
[4/16/23 07:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Spud	
[4/16/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spud	
[4/16/23 07:54PM] Player picked up item: Coin, id: 995, amount: 2440876, owner: Spud	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spud	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Spud	
[4/16/23 07:55PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Spud	
[4/16/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spud	
[4/16/23 08:11PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Spud	
[4/16/23 08:24PM] Player picked up item: Coin, id: 995, amount: 1519429, owner: Spud	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spud	
[4/16/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4090233, owner: Spud	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Spud	
[4/16/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Spud	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Spud	
[4/16/23 08:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spud	
[4/16/23 08:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Spud	
[4/16/23 10:47PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Spud	
[4/16/23 10:47PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Spud	
[4/16/23 11:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Spud	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1527317, owner: Spud	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spud	
