[4/16/23 01:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mug	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mug	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mug	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mug	
