[4/15/23 12:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nick	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nick	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nick	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nick	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nick	
[4/15/23 12:11AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nick	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nick	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nick	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nick	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nick	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nick	
[4/15/23 12:16AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nick	
[4/15/23 12:16AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nick	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nick	
[4/15/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:22AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nick	
[4/15/23 12:22AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nick	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nick	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nick	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:24AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nick	
[4/15/23 12:25AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nick	
[4/15/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nick	
[4/15/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nick	
