[4/22/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dap2572	
[4/22/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dap2572	
[4/22/23 08:45AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dap2572	
[4/22/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dap2572	
[4/22/23 08:48AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dap2572	
[4/22/23 08:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dap2572	
[4/22/23 08:51AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dap2572	
[4/22/23 08:53AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Dap2572	
[4/22/23 08:53AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dap2572	
[4/22/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dap2572	
[4/22/23 08:54AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dap2572	
[4/22/23 08:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dap2572	
[4/22/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1216898, owner: Dap2572	
[4/22/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dap2572	
