[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: One	
[4/22/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1768272, owner: One	
[4/22/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: One	
[4/22/23 11:07AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: One	
[4/22/23 11:07AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: One	
[4/22/23 11:08AM] Player picked up item: 1% DR & Double Drop Ticket, id: 21816, amount: 2, owner: One	
[4/22/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: One	
[4/22/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:15AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: One	
[4/22/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: One	
[4/22/23 11:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: One	
[4/22/23 11:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: One	
[4/22/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: One	
[4/22/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
