[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nervus	
[4/15/23 02:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nervus	
[4/15/23 02:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nervus	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nervus	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nervus	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nervus	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 02:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nervus	
[4/15/23 03:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 03:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nervus	
