[4/23/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Monkazer	
[4/23/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Monkazer	
[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monkazer	
