[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hellotittie	
[4/21/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
