[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
