[4/23/23 07:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Plat	
[4/23/23 07:35AM] Player picked up item: Coin, id: 995, amount: 1055502, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plat	
[4/23/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:48AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Plat	
[4/23/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 07:48AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plat	
[4/23/23 07:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Plat	
[4/23/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Plat	
[4/23/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:56AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:58AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Plat	
[4/23/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Plat	
[4/23/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:03AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Plat	
[4/23/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Plat	
[4/23/23 08:03AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:04AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Plat	
[4/23/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 08:05AM] Player picked up item: Coin, id: 995, amount: 1035683, owner: Plat	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Plat	
[4/23/23 08:05AM] Player picked up item: Coin, id: 995, amount: 4254904, owner: Plat	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Plat	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Plat	
[4/23/23 08:05AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Plat	
[4/23/23 08:06AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zshana	
[4/23/23 08:09AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Plat	
[4/23/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Plat	
[4/23/23 08:10AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Plat	
[4/23/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 08:12AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Plat	
[4/23/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 08:13AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Plat	
[4/23/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plat	
[4/23/23 08:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:15AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Plat	
[4/23/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:15AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Plat	
[4/23/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Plat	
[4/23/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:24AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Plat	
[4/23/23 08:25AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Plat	
[4/23/23 08:25AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Plat	
[4/23/23 08:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Plat	
[4/23/23 08:32AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Plat	
[4/23/23 08:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Plat	
[4/23/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plat	
[4/23/23 08:35AM] Player picked up item: Coin, id: 995, amount: 2181679, owner: Plat	
[4/23/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Plat	
[4/23/23 08:37AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Plat	
