[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dwerd	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dwerd	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwerd	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwerd	
[4/18/23 04:56PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dwerd	
[4/18/23 04:56PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dwerd	
[4/18/23 04:58PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dwerd	
[4/18/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwerd	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dwerd	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dwerd	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwerd	
[4/18/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/18/23 05:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dwerd	
[4/18/23 05:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dwerd	
[4/18/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dwerd	
[4/18/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dwerd	
[4/18/23 05:46PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Dwerd	
[4/18/23 05:47PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dwerd	
[4/18/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwerd	
[4/18/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwerd	
[4/18/23 06:06PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dwerd	
[4/19/23 03:10PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dwerd	
[4/19/23 03:10PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Dwerd	
[4/19/23 03:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dwerd	
[4/19/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwerd	
[4/19/23 03:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwerd	
[4/19/23 03:42PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dwerd	
