[4/19/23 10:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Das	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Das	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Das	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Das	
