[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Droprate	
[4/22/23 01:12PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Droprate	
[4/22/23 01:12PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Droprate	
[4/22/23 01:12PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Droprate	
[4/22/23 01:12PM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Droprate	
[4/22/23 01:12PM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Droprate	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Droprate	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Droprate	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Droprate	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Droprate	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Droprate	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Droprate	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Droprate	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Droprate	
[4/22/23 01:45PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Droprate	
[4/22/23 01:45PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Droprate	
[4/22/23 01:47PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Droprate	
[4/22/23 01:47PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Droprate	
[4/22/23 01:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Droprate	
[4/22/23 01:50PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/22/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Droprate	
[4/22/23 01:53PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Droprate	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 700, owner: Droprate	
[4/22/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Droprate	
[4/22/23 01:56PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Droprate	
[4/22/23 01:56PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Droprate	
[4/22/23 01:59PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Droprate	
[4/22/23 02:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Droprate	
[4/22/23 02:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Droprate	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Droprate	
[4/22/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Droprate	
[4/23/23 10:45AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Droprate	
[4/23/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Droprate	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2182082, owner: Droprate	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Droprate	
[4/23/23 11:35AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/23/23 11:39AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/23/23 11:39AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/23/23 11:47AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Beastthao	
[4/23/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Droprate	
[4/23/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Droprate	
[4/23/23 12:05PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Droprate	
[4/23/23 12:05PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Droprate	
[4/23/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Droprate	
[4/23/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Droprate	
[4/23/23 12:10PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Droprate	
[4/23/23 12:13PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Droprate	
[4/23/23 12:13PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/23/23 12:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Droprate	
[4/23/23 12:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Droprate	
[4/23/23 12:16PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Droprate	
[4/23/23 12:32PM] Player picked up item: Coin, id: 995, amount: 2256785, owner: Droprate	
[4/23/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Droprate	
[4/23/23 12:33PM] Player picked up item: Coin, id: 995, amount: 4046901, owner: Droprate	
[4/23/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Droprate	
[4/23/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Droprate	
[4/23/23 12:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Droprate	
[4/23/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zshana	
[4/23/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Droprate	
[4/23/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Droprate	
[4/23/23 12:56PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Droprate	
[4/23/23 12:57PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Droprate	
[4/23/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1142451, owner: Droprate	
[4/23/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Droprate	
