[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonemark	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonemark	
[4/22/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:30PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: Theonemark	
[4/22/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Theonemark	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1760377, owner: Theonemark	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Theonemark	
[4/22/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2939596, owner: Theonemark	
[4/22/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Theonemark	
[4/22/23 01:56PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Theonemark	
[4/22/23 01:58PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Theonemark	
[4/22/23 02:02PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Theonemark	
