[4/15/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Powaaaah	
[4/15/23 12:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Powaaaah	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Powaaaah	
[4/15/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Powaaaah	
[4/15/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:53PM] Player picked up item: Coin, id: 995, amount: 900, owner: Powaaaah	
[4/15/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/15/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Powaaaah	
[4/15/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Powaaaah	
[4/15/23 01:18PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Powaaaah	
[4/15/23 01:18PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Powaaaah	
[4/15/23 01:20PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Powaaaah	
[4/15/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Powaaaah	
[4/16/23 02:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Powaaaah	
[4/16/23 02:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Powaaaah	
[4/16/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Powaaaah	
[4/16/23 02:34AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Powaaaah	
[4/16/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
[4/16/23 02:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Powaaaah	
[4/16/23 02:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Powaaaah	
[4/16/23 02:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Powaaaah	
[4/16/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Powaaaah	
