[4/16/23 08:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wizzy	
[4/16/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wizzy	
[4/16/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wizzy	
[4/16/23 08:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Wizzy	
[4/16/23 08:44PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Wizzy	
[4/16/23 08:44PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Wizzy	
[4/16/23 08:47PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Wizzy	
[4/16/23 08:47PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Wizzy	
[4/16/23 08:47PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Wizzy	
[4/16/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wizzy	
[4/16/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wizzy	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Wizzy	
[4/17/23 08:16AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Wizzy	
[4/17/23 08:26AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Wizzy	
[4/17/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Wizzy	
[4/17/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Wizzy	
[4/17/23 08:28AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Wizzy	
[4/17/23 08:30AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Wizzy	
[4/17/23 08:41AM] Player picked up item: Coin, id: 995, amount: 1658307, owner: Wizzy	
[4/17/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Wizzy	
[4/17/23 08:45AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:45AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Wizzy	
[4/17/23 08:55AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Wizzy	
[4/17/23 08:59AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Wizzy	
[4/17/23 09:00AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Wizzy	
[4/17/23 09:03AM] Player picked up item: Coin, id: 995, amount: 900, owner: Wizzy	
[4/17/23 09:08AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Wizzy	
[4/17/23 09:15AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Coke	
[4/17/23 09:17AM] Player picked up item: Saint Body, id: 21029, amount: 1, owner: Coke	
[4/17/23 09:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 09:37AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Wizzy	
[4/17/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wizzy	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wizzy	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1955297, owner: Wizzy	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wizzy	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wizzy	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wizzy	
[4/17/23 01:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wizzy	
[4/17/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wizzy	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wizzy	
[4/17/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wizzy	
[4/22/23 08:55PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/22/23 08:55PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
