[4/22/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharp	
[4/22/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharp	
[4/22/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sharp	
[4/22/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Sharp	
[4/22/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sharp	
[4/22/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sharp	
[4/22/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Sharp	
[4/22/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Sharp	
[4/22/23 05:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sharp	
[4/22/23 05:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sharp	
[4/22/23 05:53AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sharp	
[4/22/23 06:01AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Sharp	
[4/22/23 06:04AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Sharp	
[4/22/23 06:04AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Sharp	
[4/22/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sharp	
[4/22/23 06:07AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sharp	
[4/22/23 06:07AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sharp	
[4/22/23 06:10AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Sharp	
[4/22/23 06:16AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sharp	
