[4/22/23 06:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:52PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/22/23 06:53PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Roger	
[4/22/23 07:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Roger	
[4/22/23 07:40PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Roger	
[4/22/23 07:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Roger	
[4/22/23 07:44PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dragonball Z	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dragonball Z	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dragonball Z	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dragonball Z	
[4/22/23 07:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dragonball Z	
[4/22/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dragonball Z	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dragonball Z	
[4/22/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dragonball Z	
[4/22/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Roger	
[4/22/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
[4/22/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roger	
