[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:50AM] Player picked up item: Lilinryss Pet, id: 19489, amount: 1, owner: A Fatality	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tungoar	
[4/23/23 03:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tungoar	
[4/23/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tungoar	
[4/23/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tungoar	
[4/23/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:10AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Tungoar	
[4/23/23 04:10AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tungoar	
[4/23/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tungoar	
[4/23/23 04:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 04:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
