[4/19/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/19/23 09:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Narutoeses	
[4/19/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/19/23 09:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/19/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/19/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/19/23 09:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Narutoeses	
[4/19/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/19/23 09:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Narutoeses	
[4/19/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/19/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Narutoeses	
[4/19/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/19/23 09:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Narutoeses	
[4/19/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/21/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Narutoeses	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Narutoeses	
[4/21/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Narutoeses	
[4/21/23 12:06PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Narutoeses	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Narutoeses	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Narutoeses	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Narutoeses	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Narutoeses	
[4/22/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/22/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Narutoeses	
[4/22/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Narutoeses	
[4/22/23 09:59AM] Player picked up item: Vote scroll, id: 23020, amount: 1, owner: Narutoeses	
[4/22/23 10:02AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Narutoeses	
[4/22/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1975466, owner: Narutoeses	
[4/22/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Narutoeses	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1503868, owner: Narutoeses	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Narutoeses	
[4/22/23 04:19PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Narutoeses	
[4/22/23 04:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Narutoeses	
[4/22/23 04:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Narutoeses	
[4/22/23 04:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Narutoeses	
[4/22/23 04:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Narutoeses	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Narutoeses	
[4/22/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Narutoeses	
[4/22/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Narutoeses	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Narutoeses	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Narutoeses	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Narutoeses	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Narutoeses	
[4/22/23 04:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Narutoeses	
[4/22/23 04:45PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Narutoeses	
[4/22/23 04:45PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Narutoeses	
[4/22/23 04:46PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Narutoeses	
[4/22/23 04:46PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Narutoeses	
[4/22/23 04:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Narutoeses	
[4/22/23 04:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Narutoeses	
[4/22/23 04:48PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Narutoeses	
[4/22/23 04:48PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Narutoeses	
