[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2075293, owner: Juust	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Juust	
[4/15/23 09:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Juust	
[4/15/23 09:14AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Juust	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1443851, owner: Juust	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Juust	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2894460, owner: Juust	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Juust	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Juust	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Juust	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Juust	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Juust	
[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 2316102, owner: Juust	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Juust	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Juust	
[4/16/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Juust	
[4/16/23 05:36AM] Player picked up item: Coin, id: 995, amount: 700, owner: Juust	
[4/16/23 05:36AM] Player picked up item: Coin, id: 995, amount: 700, owner: Juust	
[4/18/23 08:12AM] Player picked up item: Coin, id: 995, amount: 2366799, owner: Juust	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Juust	
[4/18/23 08:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Juust	
[4/18/23 08:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Juust	
[4/18/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Juust	
[4/18/23 08:23AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Juust	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2045882, owner: Juust	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Juust	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Juust	
[4/18/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Juust	
[4/18/23 08:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Juust	
[4/18/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Juust	
[4/18/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Juust	
[4/18/23 09:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Juust	
[4/18/23 09:14AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Juust	
[4/20/23 07:13AM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Juust	
