[4/23/23 11:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Eternity	
[4/23/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eternity	
[4/23/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Eternity	
[4/23/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Eternity	
[4/23/23 11:22AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Eternity	
[4/23/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eternity	
