[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 2001389, owner: Tera Wrist	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tera Wrist	
[4/19/23 12:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tera Wrist	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 2404733, owner: Tera Wrist	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tera Wrist	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tera Wrist	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tera Wrist	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tera Wrist	
[4/19/23 01:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ardijan	
[4/19/23 01:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ardijan	
[4/19/23 01:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ardijan	
[4/19/23 02:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 02:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 02:03PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1568429, owner: Tera Wrist	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:35PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tera Wrist	
[4/19/23 02:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tera Wrist	
