[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 666 Coins	
[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: 666 Coins	
[4/16/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: 666 Coins	
[4/16/23 01:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: 666 Coins	
[4/16/23 01:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: 666 Coins	
[4/16/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 666 Coins	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 666 Coins	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: 666 Coins	
[4/16/23 01:28AM] Player picked up item: Starter Body, id: 704, amount: 1, owner: 666 Coins	
[4/16/23 01:34AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: 666 Coins	
[4/16/23 01:34AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: 666 Coins	
[4/16/23 01:35AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 666 Coins	
[4/16/23 01:38AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: 666 Coins	
[4/16/23 01:38AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: 666 Coins	
[4/16/23 01:39AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: 666 Coins	
[4/16/23 01:39AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: 666 Coins	
[4/16/23 01:40AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 666 Coins	
[4/16/23 01:40AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 666 Coins	
[4/16/23 01:40AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 666 Coins	
[4/16/23 01:40AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 666 Coins	
[4/16/23 01:41AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: 666 Coins	
[4/16/23 01:41AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 666 Coins	
[4/16/23 01:41AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: 666 Coins	
[4/16/23 01:41AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 666 Coins	
[4/16/23 01:41AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: 666 Coins	
[4/16/23 01:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 666 Coins	
[4/16/23 01:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: 666 Coins	
[4/16/23 01:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: 666 Coins	
[4/16/23 01:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: 666 Coins	
[4/16/23 01:52AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: 666 Coins	
[4/16/23 01:55AM] Player picked up item: Coin, id: 995, amount: 2183088, owner: 666 Coins	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 666 Coins	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 666 Coins	
[4/16/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 02:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 666 Coins	
[4/16/23 02:18AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 666 Coins	
[4/16/23 02:18AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 666 Coins	
[4/16/23 02:25AM] Player picked up item: Coin, id: 995, amount: 1112361, owner: 666 Coins	
[4/16/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: 666 Coins	
[4/16/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 666 Coins	
[4/16/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 666 Coins	
[4/16/23 02:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: 666 Coins	
[4/16/23 02:30AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: 666 Coins	
[4/16/23 02:30AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: 666 Coins	
[4/16/23 02:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 666 Coins	
[4/16/23 02:38AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 666 Coins	
[4/16/23 02:38AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 666 Coins	
[4/16/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 02:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 666 Coins	
[4/16/23 02:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 666 Coins	
[4/16/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 666 Coins	
[4/16/23 02:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 666 Coins	
[4/20/23 01:59AM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: 666 Coins	
[4/23/23 10:45AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Elven	
[4/23/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/23/23 12:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
[4/23/23 01:58PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: 666 Coins	
