[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Blade	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Blade	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1085332, owner: Blade	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Blade	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Blade	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Blade	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Blade	
[4/21/23 08:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Blade	
[4/21/23 09:07AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Blade	
[4/21/23 09:07AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Blade	
[4/21/23 09:09AM] Player picked up item: Coin, id: 995, amount: 600, owner: Blade	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Blade	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Blade	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Blade	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2219352, owner: Blade	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Blade	
[4/21/23 10:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Blade	
[4/21/23 10:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Blade	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blade	
[4/21/23 10:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blade	
[4/21/23 10:17AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Blade	
[4/21/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blade	
[4/21/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Blade	
[4/21/23 10:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Blade	
[4/21/23 10:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Blade	
[4/21/23 10:25AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Blade	
[4/21/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1184982, owner: Blade	
[4/21/23 10:34AM] Player picked up item: Coin, id: 995, amount: 3180009, owner: Blade	
[4/21/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Blade	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Blade	
[4/21/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Blade	
[4/21/23 10:40AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Blade	
[4/21/23 10:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Blade	
[4/21/23 10:40AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Blade	
