[4/15/23 09:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shrazdek	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shrazdek	
[4/15/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shrazdek	
