[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 12:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Yamaha	
[4/21/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 900, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1262403, owner: Yamaha	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yamaha	
[4/21/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Yamaha	
[4/21/23 01:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Yamaha	
[4/21/23 01:13PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Yamaha	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Yamaha	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Yamaha	
[4/21/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Yamaha	
[4/21/23 01:16PM] Player picked up item: Tarn token, id: 10835, amount: 154, owner: Yamaha	
[4/21/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Yamaha	
[4/21/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:22PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Yamaha	
[4/21/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Yamaha	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Yamaha	
[4/21/23 01:34PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yamaha	
[4/21/23 01:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Yamaha	
[4/21/23 01:37PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Yamaha	
[4/21/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 01:39PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yamaha	
[4/21/23 01:39PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Yamaha	
[4/21/23 01:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yamaha	
[4/21/23 01:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yamaha	
[4/21/23 01:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yamaha	
[4/21/23 01:41PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yamaha	
[4/21/23 01:41PM] Player picked up item: Coin, id: 995, amount: 700, owner: Yamaha	
[4/21/23 01:42PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yamaha	
[4/21/23 01:43PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Yamaha	
[4/21/23 01:43PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Yamaha	
[4/21/23 01:43PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Yamaha	
[4/21/23 01:43PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Yamaha	
[4/21/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Yamaha	
[4/21/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 01:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:46PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Yamaha	
[4/21/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 01:47PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Yamaha	
[4/21/23 01:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Yamaha	
[4/21/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 01:52PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Yamaha	
[4/21/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Yamaha	
[4/21/23 01:53PM] Player picked up item: Coin, id: 995, amount: 900, owner: Yamaha	
[4/21/23 01:54PM] Player picked up item: Coin, id: 995, amount: 900, owner: Yamaha	
[4/21/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Yamaha	
[4/21/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Yamaha	
[4/21/23 01:57PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yamaha	
[4/21/23 01:57PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Yamaha	
[4/21/23 01:58PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Yamaha	
[4/21/23 01:58PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Yamaha	
[4/21/23 02:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Yamaha	
[4/21/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2134182, owner: Yamaha	
[4/21/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Yamaha	
[4/21/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Yamaha	
[4/21/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Yamaha	
