[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/19/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:08AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Jeff	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
[4/19/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trashbagel	
[4/19/23 10:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trashbagel	
