[4/15/23 10:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dogdonny	
[4/15/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dogdonny	
[4/15/23 10:39AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dogdonny	
[4/15/23 10:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dogdonny	
[4/15/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1682850, owner: Dogdonny	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dogdonny	
[4/15/23 11:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dogdonny	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dogdonny	
[4/15/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dogdonny	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 1104972, owner: Dogdonny	
[4/15/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dogdonny	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 3005932, owner: Dogdonny	
[4/15/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dogdonny	
[4/15/23 11:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dogdonny	
[4/15/23 11:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dogdonny	
[4/15/23 11:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dogdonny	
[4/15/23 11:37AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Dogdonny	
[4/15/23 11:38AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Dogdonny	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1138905, owner: Dogdonny	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dogdonny	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 4379219, owner: Dogdonny	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dogdonny	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dogdonny	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dogdonny	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1395044, owner: Dogdonny	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dogdonny	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 4204120, owner: Dogdonny	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dogdonny	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dogdonny	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dogdonny	
[4/15/23 03:01PM] Player picked up item: Coin, id: 995, amount: 1454306, owner: Dogdonny	
[4/15/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dogdonny	
[4/15/23 03:12PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Dogdonny	
[4/15/23 03:17PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dogdonny	
[4/15/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dogdonny	
[4/15/23 03:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dogdonny	
[4/15/23 03:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dogdonny	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2348955, owner: Dogdonny	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dogdonny	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2542024, owner: Dogdonny	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dogdonny	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dogdonny	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dogdonny	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dogdonny	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dogdonny	
[4/15/23 04:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dogdonny	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dogdonny	
[4/15/23 04:22PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Dogdonny	
[4/17/23 01:23PM] Player picked up item: Sacred Scythe, id: 17664, amount: 1, owner: Dogdonny	
[4/17/23 02:20PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Dogdonny	
[4/21/23 03:16PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Dogdonny	
[4/21/23 03:16PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Dogdonny	
[4/22/23 01:31AM] Player picked up item: PvM Casket, id: 2736, amount: 2, owner: Dogdonny	
[4/22/23 01:31AM] Player picked up item: Coin, id: 995, amount: 18432000, owner: Dogdonny	
[4/22/23 01:31AM] Player picked up item: PvM Casket, id: 2736, amount: 2, owner: Dogdonny	
[4/22/23 01:31AM] Player picked up item: PvM Casket, id: 2736, amount: 2, owner: Dogdonny	
[4/22/23 01:31AM] Player picked up item: PvM Casket, id: 2736, amount: 2, owner: Dogdonny	
