[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mqklori	
[4/15/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mqklori	
[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mqklori	
