[4/19/23 12:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spaceape	
[4/19/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 12:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spaceape	
[4/19/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 12:54AM] Player picked up item: Owner's Attachment, id: 22110, amount: 5, owner: Gekyume	
[4/19/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Spaceape	
[4/19/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Spaceape	
[4/19/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spaceape	
[4/19/23 01:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spaceape	
[4/19/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Spaceape	
[4/19/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spaceape	
[4/19/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Spaceape	
[4/19/23 01:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Spaceape	
[4/19/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spaceape	
[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Spaceape	
[4/19/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spaceape	
[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Spaceape	
[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Spaceape	
[4/20/23 11:52AM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Spaceape	
[4/22/23 06:46AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Spaceape	
