[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lootiron	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lootiron	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lootiron	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lootiron	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lootiron	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lootiron	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lootiron	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lootiron	
[4/16/23 09:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2197287, owner: Lootiron	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lootiron	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1027364, owner: Lootiron	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lootiron	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2435925, owner: Lootiron	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lootiron	
[4/16/23 09:44AM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Lootiron	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2681408, owner: Lootiron	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4317111, owner: Lootiron	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3865523, owner: Lootiron	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3536210, owner: Lootiron	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lootiron	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lootiron	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lootiron	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lootiron	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lootiron	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lootiron	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lootiron	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lootiron	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3524820, owner: Lootiron	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Lootiron	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1261399, owner: Lootiron	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lootiron	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2170122, owner: Lootiron	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lootiron	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
